#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.2348   -0.0532    0.1318    0.0000    0.0000    0.0000
 2012.8716	    0.2376   -0.0415    0.1224    0.0000    0.0000    0.0000
 2012.9481	    0.1980   -0.0609    0.0717    0.0000    0.0000    0.0000
 2013.0795	    0.1537   -0.0247    0.0881    0.0000    0.0000    0.0000
 2013.4959	    0.0731    0.0120    0.1683    0.0000    0.0000    0.0000
 2013.6795	    0.1807   -0.0243    0.1427    0.0000    0.0000    0.0000
 2013.8548	    0.1531    0.0226   -0.0029    0.0000    0.0000    0.0000
 2014.0411	    0.1510    0.0306    0.0238    0.0000    0.0000    0.0000
 2014.6000	    0.1028    0.0140   -0.0129    0.0000    0.0000    0.0000
 2015.0411	    0.0688    0.0297   -0.0179    0.0000    0.0000    0.0000
 2015.3068	    0.0433   -0.0114   -0.0228    0.0000    0.0000    0.0000
 2015.6137	    0.0414   -0.0336    0.0528    0.0000    0.0000    0.0000
 2015.7973	    0.0046    0.0073   -0.0055    0.0000    0.0000    0.0000
 2016.1885	    0.0083   -0.0005    0.0040    0.0000    0.0000    0.0000
 2016.4290	   -0.0440    0.0091   -0.0121    0.0000    0.0000    0.0000
 2016.5601	   -0.0204    0.0342    0.0324    0.0000    0.0000    0.0000
 2016.7951	   -0.0685    0.0351   -0.0367    0.0000    0.0000    0.0000
 2017.1890	   -0.0966    0.0349    0.0387    0.0000    0.0000    0.0000
 2017.3068	   -0.1057   -0.0673   -0.0068    0.0000    0.0000    0.0000
 2017.6329	   -0.0771   -0.0061    0.0106    0.0000    0.0000    0.0000
 2018.0301	   -0.0655    0.0409   -0.0687    0.0000    0.0000    0.0000
 2018.1041	   -0.0725    0.0264   -0.0527    0.0000    0.0000    0.0000
 2018.6384	   -0.1802    0.0008   -0.0190    0.0000    0.0000    0.0000
 2019.1890	   -0.1211    0.0193   -0.1124    0.0000    0.0000    0.0000
 2019.4164	   -0.1306   -0.0632   -0.1326    0.0000    0.0000    0.0000
 2019.8027	   -0.1769    0.0411   -0.1037    0.0000    0.0000    0.0000
 2020.0984	   -0.2246    0.0075   -0.1345    0.0000    0.0000    0.0000
 2020.4563	   -0.2673    0.0214   -0.1460    0.0000    0.0000    0.0000
