depth,speed
0.0,1496.667
10.0,1496.749
20.0,1496.734
30.0,1496.021
40.0,1495.877
50.0,1495.367
60.0,1494.423
70.0,1492.696
80.0,1491.772
90.0,1491.048
100.0,1490.706
110.0,1490.588
120.0,1490.511
130.0,1490.285
140.0,1490.022
150.0,1488.966
160.0,1487.483
170.0,1486.834
180.0,1487.244
190.0,1487.059
200.0,1486.643
250.0,1486.287
300.0,1487.175
350.0,1486.646
400.0,1481.306
450.0,1475.68
500.0,1464.903
550.0,1465.234
600.0,1467.167
700.0,1470.618
800.0,1475.18
900.0,1477.828
1200.0,1480.373
1727.8,1486.092
