depth,speed
0.0,1514.821
10.0,1512.346
20.0,1502.468
30.0,1496.882
40.0,1492.94
50.0,1491.213
60.0,1488.784
70.0,1486.391
80.0,1484.088
90.0,1482.495
100.0,1481.102
110.0,1478.807
120.0,1477.83
130.0,1477.124
140.0,1475.219
150.0,1472.026
160.0,1470.351
170.0,1469.46
180.0,1469.036
190.0,1468.186
200.0,1468.277
250.0,1464.427
300.0,1467.145
350.0,1467.3
400.0,1469.26
450.0,1470.354
500.0,1470.427
550.0,1472.365
600.0,1473.479
700.0,1474.529
800.0,1475.601
900.0,1476.399
1200.0,1479.384
1727.8,1485.743
