depth,speed
0.0,1493.974
10.0,1494.05
20.0,1493.955
30.0,1493.575
40.0,1492.908
50.0,1492.629
60.0,1491.42
70.0,1489.78
80.0,1488.971
90.0,1488.05
100.0,1487.453
110.0,1487.107
120.0,1487.171
130.0,1486.892
140.0,1484.145
150.0,1484.036
160.0,1484.036
170.0,1478.411
180.0,1475.301
190.0,1477.012
200.0,1479.41
250.0,1476.992
300.0,1470.176
350.0,1468.768
400.0,1470.233
450.0,1471.548
500.0,1472.31
550.0,1472.893
600.0,1473.412
700.0,1474.488
800.0,1474.73
900.0,1475.744
1200.0,1478.742
1727.8,1486.504
