#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.0138   -0.0033    0.0205    0.0000    0.0000    0.0000
 2012.8716	    0.0141    0.0096    0.0127    0.0000    0.0000    0.0000
 2012.9481	   -0.0278   -0.0062   -0.0332    0.0000    0.0000    0.0000
