# cfgfile = ./demo_prep/MYGI/MYGI.1808.kaiyo_k4-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.361813,-0.00015642153712320137,19.75479806847156,-8.540286676914223e-05,False,11853.39744,-26.64846,1498.36446,16.16672,184.14,-0.62,-0.13,11856.82081,-27.00652,1488.83219,16.23786,183.81,1.53,-1.04,-0.11151357050204058,0.01899709257188613,-0.007745189636701814,-0.1007761029329452,-0.0014391915747315699,-0.12699903908803553,-6.622943354245292e-05
1,S01,L01,M13,3.890263,-0.00020098223837673723,54.70692078949102,-8.107358746494059e-05,False,11873.39817,-27.64131,1439.00659,15.67023,181.54,-1.45,-1.81,11878.34999,-28.29731,1424.32514,16.42282,181.79,0.84,-0.61,-0.11066813360016269,0.018794051682678864,-0.007937061220378894,-0.10099240197663664,-0.0014854270658838666,-0.12056114850687313,-5.1662892297188456e-05
2,S01,L01,M14,3.268876,-0.00012690916028178874,46.829495515786135,-2.556582360778587e-05,False,11874.488235,-27.7766,1436.00513,15.74122,181.7,-0.28,-1.48,11878.81867,-28.09647,1423.02555,16.52413,181.64,1.11,-1.09,-0.11063636984273618,0.018786431028031392,-0.007944260965155905,-0.10100051923281611,-0.0014871631452508432,-0.03801786935864507,-3.88234855900893e-05
3,S01,L01,M15,2.322518,-0.00012062397768178937,16.85345965305467,-8.441305915161937e-05,False,11884.48869,-28.52962,1405.63951,15.88399,181.63,0.57,0.09,11887.872765,-27.92706,1395.10574,16.52926,181.17,-0.09,-1.49,-0.11024784668453533,0.01869327457971754,-0.008032257603810707,-0.10109974034905653,-0.001508389732658368,-0.12552713748727054,-5.193672457298043e-05
4,S01,L01,M15,2.311793,-0.00013337423564248826,15.998470498155115,-8.411118071548729e-05,False,11893.39903,-28.39136,1378.73426,15.9996,181.49,1.26,-0.23,11896.77238,-27.61117,1367.45043,15.71604,181.61,-2.28,-2.14,-0.10988436583293493,0.018606203748202075,-0.00811448277624037,-0.10119247275573018,-0.0015282349143675067,-0.12507822666307292,-5.769298360298186e-05
5,S01,L01,M12,3.268787,-8.013400682807692e-05,46.549982978015294,-0.000136877877374622,False,11894.488995,-28.29189,1375.67325,16.76042,181.45,2.11,-0.78,11898.81934,-28.01187,1362.50336,16.36444,182.27,1.7,-1.12,-0.10982030842511205,0.018590867770689516,-0.00812896254744101,-0.10120880534584029,-0.0015317307412621717,-0.20354537917300816,-2.4514906241390744e-05
6,S01,L01,M14,3.166741,-0.00014256042375797862,45.08637269674483,-2.3916782744250536e-05,False,11914.48997,-27.71328,1314.98334,16.11297,180.59,0.31,-0.59,11918.71827,-27.69408,1301.63819,15.6916,181.07,-2.17,-0.73,-0.10900474569200648,0.01839580463278989,-0.008313068318641165,-0.10141653791708043,-0.0015762012390658814,-0.03556564950925751,-4.501802444784042e-05
7,S01,L01,M14,3.145096,-3.155717365664879e-05,44.68222585722893,-2.3530254268165527e-05,False,11923.40022,-26.5756,1287.95015,16.9467,180.61,1.15,-1.91,11927.606875,-26.9312,1274.91078,15.34713,180.58,-1.2,-0.16,-0.1086404446637192,0.018308790385051316,-0.008395148386147078,-0.10150920304776928,-0.0015960400899010358,-0.03499085914331284,-1.003377119701554e-05
8,S01,L01,M15,2.280608,-5.695148828294112e-05,12.95676379773721,-8.303606480625339e-05,False,11924.490285,-26.85047,1284.48367,16.91349,180.96,-0.27,-1.06,11927.83245,-26.82522,1274.17909,15.24146,180.58,-1.15,-0.43,-0.10861350789499308,0.018302358559284103,-0.00840121459002353,-0.1015160526140435,-0.0015975065016243077,-0.12347946666184192,-2.4972063714124096e-05
9,S01,L01,M15,2.273103,-9.262813542326736e-05,12.055931401279196,-8.271613473701499e-05,False,11933.400605,-26.34304,1257.06807,16.80952,180.72,-1.12,-0.66,11936.735265,-26.00004,1247.62748,16.03872,181.4,0.76,-0.72,-0.10824860004112288,0.018215275062048758,-0.008483325875384397,-0.10160879414626792,-0.0016173598877245179,-0.12300371200739364,-4.074964285528081e-05
