# cfgfile = ./demo_prep/MYGI/MYGI.2006.meiyo_m5-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.430563,-0.00012534575677052132,23.204072947322572,-0.00023968459965688563,False,3713.395415,-29.38488,1610.22145,13.5329,183.14,1.21,0.46,3716.887535,-30.47323,1598.31743,13.28099,181.96,0.56,1.69,-0.40795614805470765,-0.08277094704455709,-0.004193084108454966,0.011575105665075962,0.06159653020623804,-0.354386539467555,-5.157066768914087e-05
1,S01,L01,M13,4.098478,1.596644495187672e-05,57.01487214904368,-0.0003159554928632743,False,3714.485445,-29.37113,1605.77506,12.86353,182.66,-1.76,-0.16,3719.64548,-31.12995,1587.88641,13.08922,181.29,-1.18,1.71,-0.4078373763088551,-0.08269921719485657,-0.004124818532350287,0.0115927768962065,0.061572932717262385,-0.46715714694173044,3.895701026546128e-06
2,S01,L01,M12,3.468557,1.0664382845457644e-05,49.70643193671759,-0.0002780878286761097,False,3723.395525,-31.45065,1575.16063,13.22714,179.91,0.05,1.26,3727.92564,-31.6704,1559.26403,12.57224,179.05,-1.56,1.03,-0.40730640764135484,-0.08237877479587034,-0.003819813696562522,0.0116717235281509,0.06146750921437341,-0.4111677738730415,3.074587745122148e-06
3,S01,L01,M14,3.406881,-0.0001251175883792542,49.054698813320016,-0.00028847566305009113,False,3724.485555,-31.566,1571.37488,13.1204,179.74,-0.51,1.35,3728.953995,-31.51454,1556.1189,12.88664,178.79,-0.31,0.83,-0.4072409246489526,-0.08233928605254151,-0.003782222107115165,0.011681452685291194,0.06145451700486613,-0.4265267442934493,-3.6724965849777025e-05
4,S01,L01,M13,4.024578,-0.0001157714362201376,56.31056691553515,-0.00031405294598074404,False,3733.39556,-31.64215,1540.36015,13.04937,178.36,-1.34,1.63,3738.481695,-31.20518,1522.62014,12.69755,178.81,-0.4,1.08,-0.40667054553355475,-0.08199558912257267,-0.003454991800966356,0.011766135491865854,0.061341432402102034,-0.46434412930588786,-2.87661057184474e-05
5,S01,L01,M15,2.393108,-3.682898362551599e-05,21.017197717243846,-0.0002378681651382059,False,3734.485585,-31.40292,1537.09228,13.4588,178.26,1.35,1.2,3737.94025,-31.22093,1524.28304,12.63791,178.59,-1.2,1.05,-0.40665357811014513,-0.08198536305445472,-0.0034452560046383945,0.011768655049627763,0.061338067787306105,-0.3517008435815205,-1.5389603655796558e-05
6,S01,L01,M12,3.400462,-0.00020357902406431322,48.70219244841337,-0.00027614816517552873,False,3744.4856,-30.6482,1501.93302,12.86113,179.24,-0.52,1.34,3748.94762,-30.40379,1485.95944,13.2523,179.46,-0.79,0.91,-0.40600285105201794,-0.08159376421874184,-0.0030723289186515897,0.011865146836542995,0.06120921572101437,-0.40829987732613593,-5.986804853702621e-05
7,S01,L01,M15,2.362848,-8.763907461561979e-05,18.999311638960336,-0.00023643048484265573,False,3753.39566,-30.05088,1470.86251,12.89578,180.2,0.05,0.25,3756.820065,-30.36924,1458.81006,13.22703,179.8,-2.06,1.56,-0.40548247588154007,-0.08128092110144755,-0.0027743468324518345,0.011942236580395752,0.061106276421636074,-0.34957515613422485,-3.709044111835369e-05
8,S01,L01,M13,3.943068,2.6887239166654694e-05,55.478726109482295,-0.0003121442177659589,False,3754.48569,-30.14803,1467.37768,13.45859,180.23,0.64,0.69,3759.490315,-30.05334,1449.94148,13.20271,179.81,1.24,0.82,-0.40536581539708527,-0.08121082558847165,-0.0027075739177857116,0.011959509719798969,0.061083212146394984,-0.46152197223868324,6.818862663959813e-06
9,S01,L01,M13,3.874153,0.0002962557922697028,54.73428643502341,-0.00031043582102683974,False,3773.395795,-30.13355,1403.64459,14.07209,180.1,1.0,1.68,3778.331505,-29.90671,1388.32615,13.79034,179.83,2.93,0.36,-0.40419383505238243,-0.08050710204773293,-0.002037120121347503,0.012132927697805374,0.060851671538454805,-0.458996016005864,7.64698225056426e-05
