#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.2393   -0.0629    0.1252    0.0000    0.0000    0.0000
 2012.8716	    0.2401   -0.0507    0.1167    0.0000    0.0000    0.0000
 2012.9481	    0.1985   -0.0668    0.0707    0.0000    0.0000    0.0000
 2013.0795	    0.1629   -0.0248    0.0649    0.0000    0.0000    0.0000
 2013.4959	    0.0949    0.0171    0.1103    0.0000    0.0000    0.0000
 2013.6795	    0.1820   -0.0314    0.1400    0.0000    0.0000    0.0000
 2013.8548	    0.1538    0.0096    0.0196    0.0000    0.0000    0.0000
 2014.0411	    0.1398    0.0255    0.0526    0.0000    0.0000    0.0000
 2014.6000	    0.1036    0.0097    0.0052    0.0000    0.0000    0.0000
 2015.0411	    0.0725    0.0241    0.0076    0.0000    0.0000    0.0000
 2015.3068	    0.0443   -0.0122   -0.0047    0.0000    0.0000    0.0000
 2015.6137	    0.0448   -0.0359    0.0604    0.0000    0.0000    0.0000
 2015.7973	    0.0098    0.0050   -0.0066    0.0000    0.0000    0.0000
 2016.1885	    0.0118   -0.0027   -0.0056    0.0000    0.0000    0.0000
 2016.4290	   -0.0403   -0.0048   -0.0055    0.0000    0.0000    0.0000
 2016.5601	   -0.0167    0.0175    0.0392    0.0000    0.0000    0.0000
 2016.7951	   -0.0647    0.0238   -0.0273    0.0000    0.0000    0.0000
 2017.1890	   -0.0989    0.0214    0.0461    0.0000    0.0000    0.0000
 2017.3068	   -0.1025   -0.0668   -0.0083    0.0000    0.0000    0.0000
 2017.6329	   -0.0771   -0.0224   -0.0002    0.0000    0.0000    0.0000
 2018.0301	   -0.0751    0.0457   -0.0895    0.0000    0.0000    0.0000
 2018.1041	   -0.0903    0.0478   -0.0630    0.0000    0.0000    0.0000
 2018.6384	   -0.1878    0.0205   -0.0179    0.0000    0.0000    0.0000
 2019.1890	   -0.1370    0.0427   -0.0929    0.0000    0.0000    0.0000
 2019.4164	   -0.1422   -0.0511   -0.1383    0.0000    0.0000    0.0000
 2019.8027	   -0.1839    0.0585   -0.1136    0.0000    0.0000    0.0000
 2020.0984	   -0.2205    0.0225   -0.1386    0.0000    0.0000    0.0000
 2020.4563	   -0.2613    0.0408   -0.1467    0.0000    0.0000    0.0000
