# cfgfile = ./demo_res/MYGI//lambda/MYGI.1703.meiyo_m5_L-01.0_T1.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.723433,9.668857480565607e-05,35.01132524097386,-0.00019998645550327137,False,78298.40026,1134.71378,1069.28798,12.96523,229.71,0.24,-2.33,78302.18525,1124.96352,1060.23829,11.63803,228.85,-1.82,-1.4,-0.409261177815359,0.04124185383201752,0.062092572580898744,-0.017439134094420196,-0.005290077816066277,-0.2951997980926076,3.550246134406687e-05
1,S01,L01,M12,2.871227,0.00016333440147197936,38.342505503772855,-0.00020553638298522102,False,78299.190245,1132.9665,1067.51343,13.29397,229.23,0.83,-2.15,78303.12303,1122.9311,1058.15171,11.91249,228.87,-0.54,-1.97,-0.40922483780091334,0.04124883812779133,0.06206855873781374,-0.017434389612680318,-0.005295359334547954,-0.303392040252094,5.688662076247519e-05
2,S01,L01,M13,3.852508,7.177148058022068e-05,54.58802195321559,-0.00019343577933188214,False,78299.98023,1131.06143,1065.52022,13.38398,228.89,0.53,-1.94,78304.894295,1119.82663,1052.4079,13.45255,229.57,0.14,-5.24,-0.4091709622536881,0.04125919186779344,0.06203296064087702,-0.01742735639680129,-0.005303188888115367,-0.285530351837871,1.8629807019276967e-05
3,S01,L01,M12,2.843502,8.038442510442813e-05,37.59491699988581,-0.00020729996729523245,False,78310.40035,1105.82745,1039.14941,12.86414,229.14,0.08,-2.88,78314.30541,1095.70534,1029.79202,13.34865,230.95,-0.38,-2.86,-0.4087537253976824,0.04133936162030622,0.06175733479672471,-0.01737290052937828,-0.005363815370247271,-0.30599526521012693,2.8269515936485412e-05
4,S01,L01,M13,3.810413,4.1696703497392165e-05,54.13967836160286,-0.00019520032568564065,False,78311.190335,1103.88652,1036.93595,12.60725,229.34,-0.66,-3.72,78316.062305,1091.4193,1024.99646,12.73871,231.37,-0.21,-3.3,-0.40870012628513286,0.04134965802534413,0.06172193720248116,-0.01736590707994099,-0.0053716021562086515,-0.2881349968676742,1.094283047464728e-05
5,S01,L01,M13,3.769573,0.0001024049973831193,53.67274906886924,-0.00019693820315961884,False,78322.40032,1074.98555,1010.04441,12.55274,231.0,-1.91,-2.63,78327.23145,1062.34172,998.37945,12.76932,231.32,0.04,-2.17,-0.408229079737481,0.041440132273602645,0.061410903809380385,-0.017304458330341443,-0.0054400281006858255,-0.290700275991888,2.7166206194473297e-05
6,S01,L01,M14,3.776341,0.00010728130643750126,53.936531320705456,-0.0001902760651369555,False,78323.19041,1073.11389,1008.04332,12.69782,231.14,-1.36,-2.98,78328.02831,1060.39371,996.58534,12.59974,231.06,0.37,-2.16,-0.40819567173653704,0.04144654799477389,0.06138884780460245,-0.017300101037274352,-0.0054448806545081465,-0.28086630101490195,2.8408797414614106e-05
7,S01,L01,M15,2.670248,0.00015513903357639388,33.285311367618306,-0.00020416619779058346,False,78323.980395,1071.22725,1006.15747,12.9028,231.32,-0.34,-3.16,78327.7122,1061.16222,997.29984,12.67154,231.16,0.24,-2.17,-0.40818569673320376,0.04144846379407593,0.06138226173540213,-0.017298799876015045,-0.005446329593777876,-0.3013695113173788,5.8099110485765326e-05
8,S01,L01,M14,3.734431,0.00019862609690957946,53.444560851548246,-0.0001920920736658583,False,78334.400445,1044.06316,980.85764,12.92189,231.32,-0.66,-4.04,78339.196435,1031.60458,969.43393,12.63818,228.99,0.12,-2.16,-0.4077245305661119,0.04153701647704053,0.061077826139620116,-0.017238660064352797,-0.005513312425737463,-0.283546909307686,5.3187780657770745e-05
9,S01,L01,M15,2.647188,6.260265050050025e-06,32.51042614996723,-0.00020599701070714803,False,78335.19043,1042.19413,979.01549,12.94943,230.74,0.63,-3.49,78338.899175,1032.20534,970.07925,12.51514,229.28,-0.27,-2.12,-0.4077141565652147,0.04153900842920301,0.06107097803407138,-0.017237307256915163,-0.005514819183641355,-0.30407197235132805,2.364873613075469e-06
10,S01,L01,M12,2.782592,0.0001480911960179429,35.90290797088454,-0.00021127375070867577,False,78335.980415,1040.16666,977.17966,13.00716,230.07,1.37,-2.51,78339.824565,1030.31539,967.94564,12.89512,228.51,0.64,-2.45,-0.407678039547278,0.04154594294421417,0.06104713673314371,-0.01723259781635171,-0.005520065069917597,-0.3118609627562942,5.322059289250558e-05
11,S01,L01,M15,2.626363,6.039952432458923e-05,31.77639193851084,-0.00020781362667550635,False,78346.400435,1014.17658,950.85206,12.68339,228.28,-0.81,-4.02,78350.088355,1004.72515,942.47798,12.7581,226.47,0.34,-0.96,-0.40724254669312976,0.04162955428831307,0.060759656538409396,-0.017175814903387206,-0.00558332225572155,-0.3067534772848579,2.2997401472907297e-05
12,S01,L01,M12,2.756622,0.0001394403552234906,35.15729602211863,-0.0002130194323989051,False,78347.19042,1012.03207,949.12319,12.51171,228.18,-0.56,-3.09,78351.0086,1002.35804,939.98415,12.62955,226.48,-0.83,-1.43,-0.40720653951013197,0.041636467194174444,0.06073588593263101,-0.0171711201218523,-0.005588552873517037,-0.31443776167596516,5.0583777980256484e-05
13,S01,L01,M13,3.676448,5.548189173316492e-05,52.56002739137416,-0.0002009064397105773,False,78347.980405,1009.93277,947.47965,12.59089,227.84,0.06,-1.91,78352.71841,998.0784,935.25264,12.66249,227.92,-2.19,-3.34,-0.4071539099504513,0.041646571359144464,0.060701140871811624,-0.01716425802398963,-0.005596198410181556,-0.29655778582013476,1.5091167271552575e-05
14,S01,L01,M12,2.730912,0.00020513834177047005,34.37705447583383,-0.00021478059806142138,False,78358.400585,983.97329,920.83798,12.19838,226.52,-0.72,-1.64,78362.193055,974.8967,910.69277,12.55318,227.11,-1.27,-2.18,-0.4067350885641791,0.04172698027463834,0.060424613477403924,-0.01710964854969302,-0.005657047860113716,-0.3170374164709567,7.511715565000632e-05
15,S01,L01,M13,3.635493,0.00016735551230917777,52.03759798224475,-0.0002026601938887825,False,78359.19057,982.34159,918.58441,12.64299,226.73,-0.78,-2.54,78363.88762,971.01039,906.30554,13.13549,227.17,0.0,-2.51,-0.40668279223979614,0.0417370209396665,0.06039007841551533,-0.01710282925008042,-0.005664647278277302,-0.29914650053087566,4.6033787524601966e-05
16,S01,L01,M14,3.641356,0.00017859376337329576,52.30006060140407,-0.00019623447963124105,False,78359.98056,980.78654,916.28445,12.99683,226.73,-0.72,-3.31,78364.683475,969.41634,904.13598,13.35369,226.79,1.05,-2.9,-0.40664941268238897,0.04174342968724912,0.060368035252531996,-0.01709847662534004,-0.005669497860275829,-0.2896615104266533,4.9045949743253825e-05
17,S01,L01,M13,3.594568,0.00021336894433646668,51.51012836054991,-0.00020443506632360122,False,78370.40058,955.65981,888.09252,12.96958,227.28,-2.27,-5.43,78375.056705,943.70741,877.02142,12.72199,225.77,-0.62,-0.99,-0.40621182942591416,0.04182744976496795,0.06007900006272343,-0.017041410473366672,-0.005733099229538486,-0.30176638787814675,5.935871691298278e-05
