# cfgfile = ./demo_res/MYGI//lambda/MYGI.1607.kaiyo_k4_L-01.0_T1.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.446588,3.266512460037803e-05,24.46302420890322,-0.00018950307593623358,False,72609.5464,-1.03083,1655.37741,15.81587,181.42,0.87,-1.5,72613.054545,-2.04801,1644.57372,15.84683,181.15,-0.91,0.96,-0.29510461018070455,0.01779795942767793,0.014343006486131066,0.02805693754457546,-0.010762285565416047,-0.28116661957111183,1.3351297644056959e-05
1,S01,L01,M12,3.493262,1.8896545773320702e-05,49.98355223603224,-0.00016692810192734007,False,72619.546765,-3.2149,1625.21413,15.94855,180.03,-0.3,-2.27,72624.101585,-5.28655,1612.10721,15.94932,179.51,0.03,2.42,-0.2950473600680542,0.017765847629845857,0.014289762237124807,0.028026840538506764,-0.010742454633936568,-0.24767202272814487,5.409426997837752e-06
2,S01,L01,M13,4.076153,-9.248017977250666e-05,56.63143274032393,-0.00017743488225294263,False,72629.547155,-5.61854,1596.97125,15.98712,178.79,-0.5,-0.8,72634.684865,-6.99873,1582.98421,15.60046,177.93,-0.42,-0.28,-0.2949913715245732,0.017734443377644613,0.014237691711294171,0.027997409435512238,-0.010723060103865256,-0.26326098291853245,-2.268810316308212e-05
3,S01,L01,M14,3.407271,0.0001374669051686037,48.98728196760027,-0.00019907031902117398,False,72639.537545,-7.91648,1570.46353,16.48409,176.53,0.02,2.07,72644.006375,-7.86922,1558.96858,15.99506,176.41,-0.4,-1.1,-0.29493884144539884,0.017704979476459007,0.014188839049764068,0.027969799615202434,-0.010704864563335824,-0.295361583866641,4.0345163378141535e-05
4,S01,L01,M15,2.390113,0.00014154570514929437,21.24979400294427,-0.00019065912437305122,False,72649.537885,-8.94829,1545.32581,16.01482,175.09,0.41,1.71,72652.989555,-8.65967,1536.70244,16.19402,174.66,-0.45,-0.35,-0.29488720291659565,0.01767601660645323,0.014140817841900853,0.02794266238834657,-0.010686980154498125,-0.2828818541626066,5.9221344408944e-05
5,S01,L01,M12,3.399522,-4.439571614981057e-05,48.6371785720352,-0.00016810962499423237,False,72659.53831,-9.06803,1520.75265,15.53408,173.54,-2.21,1.51,72663.99939,-9.51142,1510.47933,16.32285,172.94,1.4,-1.54,-0.2948300482108728,0.017643961601342517,0.014087670793850933,0.027912632047121976,-0.01066718972575485,-0.2494250541500474,-1.3059399571413444e-05
6,S01,L01,M13,3.966973,-7.337031242138622e-05,55.57017335157694,-0.00017851853838368468,False,72669.53868,-11.54937,1497.30987,16.35798,171.88,-1.4,7.82,72674.56721,-8.11198,1486.30811,15.48689,173.59,0.22,-5.56,-0.29477409188336534,0.017612581086898758,0.014035643200177247,0.02788323814918362,-0.010647820403612007,-0.2648688086994753,-1.8495289083486632e-05
7,S01,L01,M14,3.322006,0.00012295634718537186,47.68539164439312,-0.00019998718792744584,False,72679.53912,-10.70221,1474.94942,16.58729,171.69,0.24,5.07,72683.922685,-8.52776,1465.47331,15.90662,173.0,0.3,-4.43,-0.29472142885889907,0.017583050147217342,0.013986683288653719,0.027855581206358265,-0.010629598064331298,-0.2967219466454123,3.701268064698615e-05
8,S01,L01,M15,2.348833,0.00012253033808017736,18.42943944539374,-0.00019154237464371533,False,72689.53951,-9.32463,1453.19448,16.42389,171.56,0.38,2.37,72692.9499,-9.43697,1445.56182,16.74731,171.63,-0.0,-0.16,-0.294669653665608,0.017554020131548272,0.013938555107011127,0.02782839805215996,-0.010611691025445402,-0.2841923368110332,5.2166475045342664e-05
9,S01,L01,M12,3.318762,-1.0502759604177985e-05,47.382830846431716,-0.00016906925383672339,False,72699.53984,-9.93204,1431.01745,16.21681,170.64,-0.52,4.86,72703.92016,-7.80364,1421.5742,15.94596,169.25,-0.5,-1.82,-0.2946125840306345,0.017522025777777433,0.013885514023802857,0.027798445061960816,-0.010591964041342588,-0.250848860050575,-3.1646618842140484e-06
