Stations,Station_velocity_E,Station_velocity_N,Station_velocity_U,Residual_STD_E,Residual_STD_N,Residual_STD_U
Array-free solution,-5.74881216809605,0.386990815378143,-3.20005805573037,3.92732950292005,5.46674264459789,8.50295815712601
Rigid array solution,-5.88662131420189,0.901611875938123,-3.07263505632163,2.91926150392229,3.24517447987596,3.54596608482762
