Stations,Station_velocity_E,Station_velocity_N,Station_velocity_U,Residual_STD_E,Residual_STD_N,Residual_STD_U
Strict_rigid_array,-5.90405275263782,0.938133407807061,-3.16055240014618,3.05410360155371,3.07799310723234,3.40836065136472
Earth_adhered_rigid_array,-5.9036608291902,0.937271286432768,-3.16043328517493,3.0543372800816,3.07793337825984,3.4082905027633
