#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.2365   -0.0599    0.1274    0.0000    0.0000    0.0000
 2012.8716	    0.2376   -0.0479    0.1187    0.0000    0.0000    0.0000
 2012.9481	    0.1966   -0.0650    0.0725    0.0000    0.0000    0.0000
 2013.0795	    0.1607   -0.0240    0.0679    0.0000    0.0000    0.0000
 2013.4959	    0.0912    0.0167    0.1126    0.0000    0.0000    0.0000
 2013.6795	    0.1815   -0.0295    0.1389    0.0000    0.0000    0.0000
 2013.8548	    0.1541    0.0126    0.0154    0.0000    0.0000    0.0000
 2014.0411	    0.1431    0.0270    0.0471    0.0000    0.0000    0.0000
 2014.6000	    0.1041    0.0126   -0.0004    0.0000    0.0000    0.0000
 2015.0411	    0.0727    0.0265    0.0021    0.0000    0.0000    0.0000
 2015.3068	    0.0444   -0.0110   -0.0090    0.0000    0.0000    0.0000
 2015.6137	    0.0443   -0.0346    0.0574    0.0000    0.0000    0.0000
 2015.7973	    0.0085    0.0060   -0.0082    0.0000    0.0000    0.0000
 2016.1885	    0.0103   -0.0014   -0.0062    0.0000    0.0000    0.0000
 2016.4290	   -0.0419   -0.0026   -0.0067    0.0000    0.0000    0.0000
 2016.5601	   -0.0182    0.0198    0.0381    0.0000    0.0000    0.0000
 2016.7951	   -0.0663    0.0254   -0.0277    0.0000    0.0000    0.0000
 2017.1890	   -0.1004    0.0225    0.0467    0.0000    0.0000    0.0000
 2017.3068	   -0.1041   -0.0667   -0.0063    0.0000    0.0000    0.0000
 2017.6329	   -0.0759   -0.0248    0.0021    0.0000    0.0000    0.0000
 2018.0301	   -0.0727    0.0409   -0.0866    0.0000    0.0000    0.0000
 2018.1041	   -0.0854    0.0415   -0.0609    0.0000    0.0000    0.0000
 2018.6384	   -0.1856    0.0160   -0.0159    0.0000    0.0000    0.0000
 2019.1890	   -0.1344    0.0378   -0.0920    0.0000    0.0000    0.0000
 2019.4164	   -0.1373   -0.0476   -0.1347    0.0000    0.0000    0.0000
 2019.8027	   -0.1824    0.0546   -0.1110    0.0000    0.0000    0.0000
 2020.0984	   -0.2201    0.0185   -0.1365    0.0000    0.0000    0.0000
 2020.4563	   -0.2609    0.0365   -0.1450    0.0000    0.0000    0.0000
