#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.2419   -0.0663    0.1249    0.0000    0.0000    0.0000
 2012.8716	    0.2418   -0.0536    0.1166    0.0000    0.0000    0.0000
 2012.9481	    0.2006   -0.0693    0.0706    0.0000    0.0000    0.0000
 2013.0795	    0.1640   -0.0269    0.0650    0.0000    0.0000    0.0000
 2013.4959	    0.0958    0.0150    0.1104    0.0000    0.0000    0.0000
 2013.6795	    0.1821   -0.0338    0.1415    0.0000    0.0000    0.0000
 2013.8548	    0.1534    0.0068    0.0222    0.0000    0.0000    0.0000
 2014.0411	    0.1390    0.0227    0.0558    0.0000    0.0000    0.0000
 2014.6000	    0.1029    0.0072    0.0084    0.0000    0.0000    0.0000
 2015.0411	    0.0726    0.0213    0.0104    0.0000    0.0000    0.0000
 2015.3068	    0.0436   -0.0138   -0.0022    0.0000    0.0000    0.0000
 2015.6137	    0.0445   -0.0373    0.0622    0.0000    0.0000    0.0000
 2015.7973	    0.0098    0.0040   -0.0054    0.0000    0.0000    0.0000
 2016.1885	    0.0123   -0.0034   -0.0050    0.0000    0.0000    0.0000
 2016.4290	   -0.0398   -0.0055   -0.0049    0.0000    0.0000    0.0000
 2016.5601	   -0.0162    0.0172    0.0394    0.0000    0.0000    0.0000
 2016.7951	   -0.0639    0.0238   -0.0274    0.0000    0.0000    0.0000
 2017.1890	   -0.0989    0.0219    0.0455    0.0000    0.0000    0.0000
 2017.3068	   -0.1015   -0.0659   -0.0099    0.0000    0.0000    0.0000
 2017.6329	   -0.0778   -0.0204   -0.0016    0.0000    0.0000    0.0000
 2018.0301	   -0.0763    0.0491   -0.0911    0.0000    0.0000    0.0000
 2018.1041	   -0.0927    0.0518   -0.0646    0.0000    0.0000    0.0000
 2018.6384	   -0.1886    0.0238   -0.0200    0.0000    0.0000    0.0000
 2019.1890	   -0.1380    0.0463   -0.0948    0.0000    0.0000    0.0000
 2019.4164	   -0.1431   -0.0476   -0.1403    0.0000    0.0000    0.0000
 2019.8027	   -0.1843    0.0620   -0.1159    0.0000    0.0000    0.0000
 2020.0984	   -0.2208    0.0263   -0.1403    0.0000    0.0000    0.0000
 2020.4563	   -0.2623    0.0448   -0.1493    0.0000    0.0000    0.0000
