#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.0137   -0.0036    0.0201    0.0036    0.0034    0.0016
 2012.8716	    0.0141    0.0093    0.0122    0.0035    0.0033    0.0015
 2012.9481	   -0.0279   -0.0065   -0.0336    0.0042    0.0040    0.0018
