depth,speed
0.0,1506.685
10.0,1506.785
20.0,1506.933
30.0,1507.109
40.0,1507.276
50.0,1507.461
60.0,1507.648
70.0,1507.848
80.0,1508.064
90.0,1508.36
100.0,1508.631
110.0,1508.909
120.0,1508.808
130.0,1507.455
140.0,1505.303
150.0,1503.56
160.0,1501.853
170.0,1500.113
180.0,1498.382
190.0,1496.802
200.0,1495.391
250.0,1491.311
300.0,1490.763
350.0,1487.956
400.0,1479.563
450.0,1474.046
500.0,1472.979
550.0,1473.642
600.0,1474.856
700.0,1477.362
800.0,1476.271
900.0,1478.209
1200.0,1480.076
1727.8,1486.499
