depth,speed
0.0,1528.502
10.0,1526.461
20.0,1513.939
30.0,1497.153
40.0,1488.698
50.0,1484.949
60.0,1481.418
70.0,1478.951
80.0,1476.712
90.0,1474.31
100.0,1472.213
110.0,1469.847
120.0,1466.898
130.0,1464.849
140.0,1463.894
150.0,1463.017
160.0,1463.124
170.0,1463.853
180.0,1463.521
190.0,1463.172
200.0,1462.708
250.0,1464.719
300.0,1466.398
350.0,1468.121
400.0,1470.34
450.0,1470.848
500.0,1471.903
550.0,1473.168
600.0,1474.497
700.0,1474.78
800.0,1475.571
900.0,1476.065
1200.0,1479.053
1727.8,1486.379
