depth,speed
0.0,1493.696
10.0,1493.747
20.0,1493.365
30.0,1490.381
40.0,1489.614
50.0,1488.844
60.0,1488.057
70.0,1486.752
80.0,1485.862
90.0,1484.94
100.0,1483.934
110.0,1482.661
120.0,1482.017
130.0,1481.045
140.0,1479.552
150.0,1479.379
160.0,1480.421
170.0,1482.754
180.0,1483.263
190.0,1480.577
200.0,1478.689
250.0,1469.772
300.0,1470.682
350.0,1465.351
400.0,1471.013
450.0,1476.841
500.0,1476.673
550.0,1477.566
600.0,1476.52
700.0,1475.892
800.0,1477.021
900.0,1477.528
1200.0,1479.813
1727.8,1486.285
