depth,speed
0.0,1522.211
10.0,1522.334
20.0,1522.762
30.0,1523.335
40.0,1522.84
50.0,1510.522
60.0,1503.004
70.0,1500.17
80.0,1496.996
90.0,1493.503
100.0,1490.641
110.0,1488.777
120.0,1487.264
130.0,1486.035
140.0,1484.912
150.0,1483.905
160.0,1482.54
170.0,1481.852
180.0,1481.903
190.0,1481.755
200.0,1480.171
250.0,1479.51
300.0,1477.741
350.0,1475.864
400.0,1475.814
450.0,1475.635
500.0,1475.873
550.0,1475.594
600.0,1475.407
700.0,1475.14
800.0,1476.142
900.0,1476.863
1200.0,1479.151
1727.8,1486.416
