#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.2417   -0.0659    0.1249    0.0000    0.0000    0.0000
 2012.8716	    0.2416   -0.0532    0.1165    0.0000    0.0000    0.0000
 2012.9481	    0.2004   -0.0690    0.0705    0.0000    0.0000    0.0000
 2013.0795	    0.1638   -0.0266    0.0649    0.0000    0.0000    0.0000
 2013.4959	    0.0957    0.0153    0.1103    0.0000    0.0000    0.0000
 2013.6795	    0.1820   -0.0335    0.1413    0.0000    0.0000    0.0000
 2013.8548	    0.1534    0.0071    0.0220    0.0000    0.0000    0.0000
 2014.0411	    0.1390    0.0230    0.0555    0.0000    0.0000    0.0000
 2014.6000	    0.1029    0.0074    0.0081    0.0000    0.0000    0.0000
 2015.0411	    0.0726    0.0215    0.0102    0.0000    0.0000    0.0000
 2015.3068	    0.0437   -0.0137   -0.0023    0.0000    0.0000    0.0000
 2015.6137	    0.0445   -0.0372    0.0621    0.0000    0.0000    0.0000
 2015.7973	    0.0098    0.0041   -0.0055    0.0000    0.0000    0.0000
 2016.1885	    0.0122   -0.0034   -0.0050    0.0000    0.0000    0.0000
 2016.4290	   -0.0398   -0.0055   -0.0050    0.0000    0.0000    0.0000
 2016.5601	   -0.0162    0.0171    0.0394    0.0000    0.0000    0.0000
 2016.7951	   -0.0640    0.0237   -0.0274    0.0000    0.0000    0.0000
 2017.1890	   -0.0989    0.0218    0.0456    0.0000    0.0000    0.0000
 2017.3068	   -0.1016   -0.0660   -0.0098    0.0000    0.0000    0.0000
 2017.6329	   -0.0777   -0.0206   -0.0015    0.0000    0.0000    0.0000
 2018.0301	   -0.0761    0.0488   -0.0910    0.0000    0.0000    0.0000
 2018.1041	   -0.0924    0.0514   -0.0645    0.0000    0.0000    0.0000
 2018.6384	   -0.1885    0.0234   -0.0198    0.0000    0.0000    0.0000
 2019.1890	   -0.1379    0.0459   -0.0946    0.0000    0.0000    0.0000
 2019.4164	   -0.1429   -0.0480   -0.1401    0.0000    0.0000    0.0000
 2019.8027	   -0.1842    0.0616   -0.1157    0.0000    0.0000    0.0000
 2020.0984	   -0.2207    0.0259   -0.1402    0.0000    0.0000    0.0000
 2020.4563	   -0.2622    0.0444   -0.1491    0.0000    0.0000    0.0000
