depth,speed
0.0,1531.384
10.0,1530.463
20.0,1524.946
30.0,1520.071
40.0,1516.758
50.0,1514.178
60.0,1511.29
70.0,1509.219
80.0,1508.151
90.0,1506.814
100.0,1505.646
110.0,1504.154
120.0,1502.631
130.0,1500.928
140.0,1499.796
150.0,1498.608
160.0,1498.221
170.0,1497.706
180.0,1496.837
190.0,1496.264
200.0,1494.967
250.0,1490.09
300.0,1485.351
350.0,1482.357
400.0,1479.319
450.0,1475.928
500.0,1476.441
550.0,1475.5
600.0,1476.044
700.0,1476.586
800.0,1476.69
900.0,1477.475
1200.0,1480.146
1727.8,1486.187
