depth,speed
0.0,1501.347
10.0,1496.773
20.0,1488.557
30.0,1485.143
40.0,1478.704
50.0,1469.721
60.0,1466.675
70.0,1468.32
80.0,1470.861
90.0,1470.605
100.0,1468.241
110.0,1465.193
120.0,1464.158
130.0,1463.872
140.0,1463.139
150.0,1463.938
160.0,1464.58
170.0,1464.23
180.0,1464.726
190.0,1465.433
200.0,1465.654
250.0,1465.035
300.0,1463.518
350.0,1465.091
400.0,1468.088
450.0,1469.348
500.0,1470.695
550.0,1471.572
600.0,1472.629
700.0,1474.556
800.0,1475.997
900.0,1477.36
1200.0,1478.699
1727.8,1485.261
