depth,speed
0.0,1530.826
10.0,1530.531
20.0,1525.222
30.0,1516.936
40.0,1511.395
50.0,1508.123
60.0,1505.323
70.0,1503.73
80.0,1502.449
90.0,1501.378
100.0,1500.819
110.0,1500.464
120.0,1500.302
130.0,1500.28
140.0,1500.323
150.0,1500.408
160.0,1500.431
170.0,1500.424
180.0,1500.374
190.0,1500.12
200.0,1500.005
250.0,1498.932
300.0,1496.986
350.0,1496.87
400.0,1493.129
450.0,1486.64
500.0,1484.13
550.0,1482.419
600.0,1480.927
700.0,1480.259
800.0,1480.345
900.0,1480.021
1200.0,1481.762
1727.8,1486.184
