depth,speed
0.0,1529.964
10.0,1529.121
20.0,1515.471
30.0,1509.593
40.0,1506.636
50.0,1505.079
60.0,1503.323
70.0,1501.361
80.0,1499.796
90.0,1497.908
100.0,1497.133
110.0,1496.546
120.0,1495.809
130.0,1494.866
140.0,1493.998
150.0,1492.834
160.0,1491.539
170.0,1490.072
180.0,1488.181
190.0,1486.084
200.0,1484.143
250.0,1474.894
300.0,1473.041
350.0,1470.6
400.0,1476.431
450.0,1477.34
500.0,1478.09
550.0,1477.056
600.0,1476.407
700.0,1476.519
800.0,1476.85
900.0,1477.204
1200.0,1479.666
1727.8,1486.158
