,ABIC,log(Lambda),mu(t),dE,dN,dU
0,28547.949177686623,-1.0,1.0,-0.11558810226038735,-0.08544395007335298,-0.01617753613282715
1,28566.924100991357,-2.0,1.0,-0.11079124625828016,-0.09484335836286618,-0.020220215786499934
2,31168.6953041706,-1.0,0.0,-0.11775583238148746,-0.06337914676240142,-0.02557299390644392
3,31689.560328442505,-2.0,0.0,-0.117029900487134,-0.07021474201469581,-0.03486874441959776
