,ABIC,log(Lambda),mu(t),dE,dN,dU
0,25170.163103414812,-1.0,1.0,-0.07126698387515508,0.0229426541059101,-0.012497571616130613
1,25243.232791604125,-2.0,1.0,-0.07641384158618053,0.020589515401755833,-0.018320075387572698
2,25964.124362419698,-1.0,0.0,-0.05116867154684933,0.027374914511774612,-0.0142474732900709
3,27020.911626059744,-2.0,0.0,-0.05401594487993772,0.02354395865950302,-0.020349117761881513
