,ABIC,log(Lambda),mu(t),dE,dN,dU
0,28527.020791397506,-1.0,1.0,0.041912801034838854,-0.011889653585612395,0.006015173487381609
1,28731.37653140432,-2.0,1.0,0.04642993058561908,-0.012727281626402128,0.0061250781425728484
2,30763.160830009256,-1.0,0.0,0.04487253232348543,-0.01398248681951815,0.0031542016490092874
3,31907.20565588415,-2.0,0.0,0.04615850100923532,-0.013392152404012024,0.000514466841633281
