# cfgfile = ./demo_res/MYGI//lambda/MYGI.1401.kaiyo_kx_L-01.0_T0.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.482868,2.9089086924388974e-05,26.023363227456173,-0.0003032085498212304,False,1351.5422,8.33317,1706.51224,15.25404,172.38,0.16,-0.67,1355.086625,8.88479,1696.95004,15.37415,173.83,0.14,-0.67,-0.5203571836825707,-0.036206775432337676,0.04007213581529527,0.0037207810239215,0.0027489186693891673,-0.44861201830750946,1.1715921637553417e-05
1,S01,L01,M12,3.548522,-4.627992911944069e-05,50.81352259732958,-0.0003043939276838362,False,1361.54257,10.53611,1679.49199,15.26534,176.14,1.06,-1.2,1366.15265,11.06256,1666.50264,15.45028,177.79,0.35,-1.0,-0.5204332658749625,-0.03600983890913294,0.039848999320452855,0.003719340093365344,0.002757808407827891,-0.450365843375154,-1.3042029644860786e-05
2,S01,L01,M13,4.148603,-0.00014872295526888218,57.455856581177216,-0.00030891638487954605,False,1371.542905,11.37591,1651.23643,15.24948,179.97,-0.81,-1.15,1376.753065,11.25442,1636.61646,15.25622,180.93,0.51,-1.06,-0.5205073283270972,-0.03581726159761585,0.03963078149420389,0.0037179258696877545,0.0027664927275000513,-0.45705704206157927,-3.584892438945886e-05
3,S01,L01,M14,3.471306,-6.208063611449393e-05,49.986818788809984,-0.0003105006351603344,False,1381.54334,10.66614,1622.99492,15.38241,181.85,-0.28,-0.47,1386.076205,10.27635,1609.95664,15.40713,182.82,0.88,-1.2,-0.5205764970673172,-0.0356366286830031,0.039426084046429624,0.0037165949025299194,0.0027746306710167445,-0.45940101856352067,-1.7883942272589604e-05
4,S01,L01,M15,2.420153,2.0411485774898122e-05,22.762824301478872,-0.0003073560462131147,False,1391.54365,9.38007,1594.06447,14.92308,184.01,-1.27,-1.16,1395.02536,8.35371,1584.18123,15.63083,184.07,0.71,-0.46,-0.5206440369609735,-0.03545949769401269,0.03922534492223241,0.0037152856242718005,0.0027826034058747924,-0.45474844397355135,8.433965032333957e-06
5,S01,L01,M12,3.442042,-6.741564362269251e-05,49.32168829262446,-0.00030845465400850523,False,1401.54401,6.44219,1565.4677,15.26177,184.46,0.15,0.4,1406.04761,5.76757,1552.32352,15.48673,184.14,1.2,-0.85,-0.5207186199386156,-0.035262993354208655,0.03900264269619323,0.0037138284314158837,0.002791439239756126,-0.4563738884430727,-1.9585944512789943e-05
6,S01,L01,M13,4.018338,-0.0001232033705464691,56.22796113447683,-0.0003129153255541426,False,1411.544475,4.34313,1536.1728,15.25846,184.03,-0.2,-0.65,1416.62437,3.0306,1521.30402,15.20366,183.19,1.02,-0.47,-0.5207912760105983,-0.0350706573410641,0.03878466132873397,0.003712397625024762,0.002800078703654276,-0.4629736722099721,-3.0660280580296906e-05
7,S01,L01,M14,3.361831,-5.021594529776903e-05,48.37199800504678,-0.0003144479987684972,False,1421.54481,2.19834,1507.01896,15.41044,183.13,0.79,-0.82,1425.9682,1.58742,1493.80571,15.23441,181.71,0.11,-1.72,-0.5208592670149412,-0.034889851183894094,0.038579748163473884,0.0037110487027469234,0.002808192221894593,-0.4652413378958601,-1.4937081994237378e-05
8,S01,L01,M15,2.363943,-0.00012853664592530592,19.218975664905287,-0.0003112596569575465,False,1431.545255,0.74649,1477.59677,15.27091,180.93,-0.75,-0.83,1434.970755,-0.08081,1468.12017,15.47053,179.25,0.99,0.91,-0.5209257594812484,-0.034712237833908775,0.03837845800716173,0.0037097200197984894,0.00281615471652983,-0.46052402878400256,-5.4373834701304524e-05
9,S01,L01,M12,3.338257,-6.559017758333625e-05,47.739904700049664,-0.00031241658831171763,False,1441.54561,-0.29492,1448.73164,15.36946,178.63,0.35,0.45,1445.945425,0.60468,1436.21808,15.52853,177.71,0.07,-2.1,-0.5209987976924273,-0.03451619722349946,0.038156293783056766,0.0037082494407558813,0.0028249341223791705,-0.46223576583806636,-1.9648031168162383e-05
10,S01,L01,M13,3.890083,-0.00011078999071565215,54.91423684873777,-0.0003169061177454218,False,1451.54598,0.32762,1420.07192,15.5011,176.29,0.15,-0.07,1456.49762,0.66035,1405.72507,15.48546,176.61,0.3,-0.53,-0.5210700094006042,-0.03432410927365217,0.03793862295321858,0.0037068046498115736,0.002833527278993216,-0.4688782462750213,-2.8480109734330128e-05
11,S01,L01,M14,3.261196,-0.00010686926453434305,46.755692513862385,-0.00031844203015491616,False,1461.54641,1.40554,1391.00425,15.06528,176.58,-0.86,-1.25,1465.869165,1.70337,1378.92728,15.35127,175.72,0.79,-0.91,-0.5211368098906514,-0.034143058861306474,0.03773347608754363,0.003705439562272266,0.0028416183191325006,-0.47115070451003166,-3.27699606323395e-05
12,S01,L01,M15,2.317543,-9.361346432363453e-05,15.565402669541783,-0.00031524885008089165,False,1471.546785,1.67885,1362.63152,15.39124,175.61,0.49,0.95,1474.925885,3.01108,1352.79867,15.21697,176.16,0.04,-1.67,-0.5212022153529505,-0.03396495449623787,0.03753168666687157,0.003704093645559954,0.002849569638665975,-0.46642623694910024,-4.039340988436224e-05
13,S01,L01,M12,3.235762,-1.731607045966235e-05,46.033029930887636,-0.00031642283034408083,False,1481.53715,3.67529,1333.94664,15.53512,176.81,0.21,-0.93,1485.83447,4.12742,1321.79248,15.54212,177.3,0.89,-1.3,-0.5212735801159358,-0.03376963991942801,0.03731042512101174,0.003702614298061441,0.0028582798345633213,-0.4681631987057295,-5.351466040970365e-06
14,S01,L01,M13,3.764623,-0.00012694933500786244,53.52905315335907,-0.0003209049668104187,False,1491.537525,4.48978,1305.10711,15.51888,178.21,0.6,-0.89,1496.363705,4.83954,1291.05261,15.39129,178.47,-0.22,-1.64,-0.5213433198314759,-0.03357778026396603,0.037093108583913084,0.0037011579161741444,0.0028668264337166393,-0.4747947408824888,-3.3721659514873714e-05
15,S01,L01,M14,3.167416,-6.133828661840115e-05,45.096606302442524,-0.00032235918000603317,False,1501.537855,4.51408,1276.29198,15.55564,178.78,-0.0,0.08,1505.76683,4.64649,1264.1022,15.50979,179.5,0.51,-0.67,-0.521408903791934,-0.03339644775833816,0.03688774790163703,0.003699778703201675,0.0028748954335527117,-0.47694632109722435,-1.9365402782078878e-05
16,S01,L01,M15,2.281008,-8.395486110534504e-06,11.772947289261879,-0.00031910656833046514,False,1511.538295,4.42396,1247.33179,15.46451,180.52,0.59,-0.62,1514.88086,4.47424,1237.46213,15.29688,180.38,-0.58,-1.32,-0.5214731917481332,-0.03321781827276685,0.03668548267605493,0.0036984175516826157,0.0028828357704879628,-0.4721339215477807,-3.6806035360395506e-06
17,S01,L01,M12,3.138552,-5.2997326713723466e-05,44.26595963327614,-0.0003202274990987662,False,1521.53866,3.86945,1218.44956,15.59074,181.22,0.77,-1.05,1525.73877,3.46636,1205.9757,15.48015,181.83,-0.2,-1.39,-0.5215429740794818,-0.03302289495626062,0.03646481148982979,0.003696929523629318,0.002891490643542539,-0.4737923939577672,-1.6885916407860524e-05
18,S01,L01,M13,3.640558,-7.867020550164199e-05,52.038614547806404,-0.00032464277891491546,False,1531.53907,2.63393,1189.06362,15.47616,182.0,-0.49,-1.96,1536.241185,1.60891,1175.22179,15.34013,181.83,-0.72,-0.44,-0.521611194829501,-0.032831295573648764,0.03624795142684831,0.0036954643219798875,0.002899988116688511,-0.48032501841998293,-2.160938117223843e-05
