,ABIC,log(Lambda),mu(t),dE,dN,dU
0,23413.66315250351,-1.0,1.0,-0.09838855973915872,0.0855873635146666,-0.10146976227574676
1,23551.630378135626,-2.0,1.0,-0.09824438138856365,0.08499692616984586,-0.10601934782257216
2,27790.922357281474,-1.0,0.0,-0.10538311325788557,0.06431694036420868,-0.06392322455073812
3,28453.36051680173,-2.0,0.0,-0.0977374891985379,0.06391482859582864,-0.05617498292325066
