,ABIC,log(Lambda),mu(t),dE,dN,dU
0,18294.054191985553,-1.0,1.0,-0.21930929429234045,0.0638609169479401,-0.12369112091823482
1,18432.707107197795,-2.0,1.0,-0.22682292839941323,0.06635234710275448,-0.12108615964077371
2,21698.182751752724,-1.0,0.0,-0.1731922018237579,0.07291033549333537,-0.10522730017943575
3,22384.495191787133,-2.0,0.0,-0.18840578037482034,0.06905614517568454,-0.10456475239291337
