,ABIC,log(Lambda),mu(t),dE,dN,dU
0,33402.42280611108,-1.0,1.0,-0.09695249879844228,0.058027773744984405,-0.11057807495605641
1,33542.33638838044,-2.0,1.0,-0.10181245215778945,0.057141272540325166,-0.11356389912441112
2,40427.49513124069,-1.0,0.0,-0.07815225774222888,0.0524212145868857,-0.11120275686340292
3,41135.57593657993,-2.0,0.0,-0.091068368726779,0.04922297793000538,-0.11531952807021263
