,ABIC,log(Lambda),mu(t),dE,dN,dU
0,16273.05479669097,-1.0,1.0,-0.20765167789073763,0.0387650645613907,-0.12770386842421477
1,16297.678081862676,-2.0,1.0,-0.20306500377817244,0.055797914422144476,-0.12843955885420866
2,17567.107589979634,-1.0,0.0,-0.2380354725243989,0.04790528311920781,-0.11460423920179796
3,17831.00764159977,-2.0,0.0,-0.2372118849060729,0.056607109747015084,-0.11458917159962378
