,ABIC,log(Lambda),mu(t),dE,dN,dU
0,35270.1538604972,-1.0,1.0,0.16753334841108672,-0.03304537532091019,0.14241160832138672
1,35548.79371224671,-2.0,1.0,0.1650152670359891,-0.032502574835591054,0.14505426192078152
2,39441.5567571985,-1.0,0.0,0.17228647840776434,-0.044880867165390075,0.131354099494208
3,40244.572343148735,-2.0,0.0,0.16574376432622526,-0.04649960506047287,0.13462886319745476
