,ABIC,log(Lambda),mu(t),dE,dN,dU
0,42064.55866937947,-1.0,1.0,0.23630072010076117,-0.054570004816310386,0.1067704705214242
1,42778.320309566974,-2.0,1.0,0.23508890852813485,-0.055652429852547466,0.10811065860768274
2,46478.523496079986,-1.0,0.0,0.2363977888316155,-0.05615074174790428,0.10701273197802934
3,47990.17336047801,-2.0,0.0,0.23386729885220967,-0.05494555338879341,0.11140993362215189
