,ABIC,log(Lambda),mu(t),dE,dN,dU
0,42949.966925975445,-1.0,1.0,0.06119464290969121,0.007536329053566541,0.02479968509329078
1,43445.62804802832,-2.0,1.0,0.064060836705935,0.01034660071109674,0.02064939533495745
2,48503.631194477224,-1.0,0.0,0.05585847841770036,0.01586619281667466,0.012521995001696554
3,49441.676910017166,-2.0,0.0,0.06278871915811916,0.02165706081638792,0.011611768152545575
