,ABIC,log(Lambda),mu(t),dE,dN,dU
0,40235.88125352614,-1.0,1.0,0.09199574932495512,0.022134466889712556,0.0032726493499580537
1,40410.60136318562,-2.0,1.0,0.09170520725060735,0.020027402611732085,0.00276079860270763
2,43406.64161041299,-1.0,0.0,0.0820571662800488,0.009728892543919688,0.005601254967669993
3,44106.88057529409,-2.0,0.0,0.07962211797774278,0.0104709447495867,0.006446760208966942
