,ABIC,log(Lambda),mu(t),dE,dN,dU
0,15761.956473249043,-1.0,1.0,-0.09191339580107732,0.029165538283757522,0.039746686743062476
1,15771.794206424642,-2.0,1.0,-0.08629461696558717,0.03003235216723419,0.040508928042240405
2,17622.909116712628,-1.0,0.0,-0.11373890458786631,0.041687771778020515,0.050927427531044366
3,17991.788774755198,-2.0,0.0,-0.10885534943699791,0.04773734258490051,0.0571900547717105
