,ABIC,log(Lambda),mu(t),dE,dN,dU
0,36946.5091762836,-1.0,1.0,0.1351501562813305,0.008980700594378964,0.04825324284346909
1,37227.45759034469,-2.0,1.0,0.1390512076382833,0.006433897858661594,0.0515509497241506
2,41320.29894089375,-1.0,0.0,0.15347471108879215,0.010447029257522172,0.035333842932685
3,42179.56795355512,-2.0,0.0,0.16026310936341606,0.007140534024466514,0.04061306444136607
