# cfgfile = ./demo_res/MYGI//lambda/MYGI.1708.kaiyo_k4_L-02.0_T0.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.432308,-3.65621246107823e-05,23.549284886354883,-9.227935174713666e-05,False,16912.39649,7.33042,1622.37459,15.62586,165.63,0.27,-1.23,16915.890355,8.20949,1611.67363,16.11037,169.36,0.79,-0.41,-0.34739721391803763,-0.06178720883464332,0.11709121310305962,-0.007416839108873665,0.01459840697767402,-0.1367067104170101,-1.5031864636708137e-05
1,S01,L01,M12,3.486622,-0.00026323360684805963,49.94043181715526,-0.00010747903976943882,False,16913.48653,8.28666,1618.98155,15.55742,166.11,0.19,-2.05,16918.03471,8.3495,1604.74018,15.40487,171.19,-0.94,0.92,-0.3473662993249541,-0.061765650708451844,0.11708090261801392,-0.007410437988584925,0.014587743432056766,-0.15922420007805158,-7.549817756213884e-05
2,S01,L01,M12,3.460817,-0.00018140158247277027,49.56662409252971,-0.00010957509228964764,False,16922.39667,9.87126,1591.69473,15.69624,174.28,0.09,-2.83,16926.919045,8.54055,1577.93512,15.73726,176.0,0.41,0.47,-0.3471962021576737,-0.061647045554687446,0.11702417951238814,-0.0073752217163658455,0.014529075349483184,-0.1623293849268162,-5.2415826226226425e-05
3,S01,L01,M14,3.406156,9.354898013514145e-08,49.010829738708196,-0.0001032606774650653,False,16933.486825,7.53375,1557.98505,15.56846,177.08,-0.08,-1.37,16937.95454,5.32428,1544.5038,16.14744,177.15,0.21,1.4,-0.34698465788995525,-0.06149957158884209,0.11695365451884258,-0.007331434342266007,0.014456124767964061,-0.1529749317091294,2.7464678697963762e-08
4,S01,L01,M14,3.380821,1.456151779210658e-06,48.635096462758696,-0.00010521804767037815,False,16942.396985,5.12754,1531.31792,15.43956,176.1,0.24,-1.29,16946.839365,2.66105,1517.93434,16.05374,176.75,0.34,0.86,-0.34681448074901894,-0.061380962518691976,0.11689693771050774,-0.007296217346132545,0.01439745100476843,-0.15587466644686168,4.3070951677437463e-07
5,S01,L01,M15,2.384433,-8.254003746946243e-05,20.730448624327437,-9.948701860213848e-05,False,16943.48702,4.69856,1528.08572,15.73386,176.21,0.55,-0.82,16946.93301,2.67203,1517.66799,16.04503,176.75,0.37,0.77,-0.3468031601568164,-0.06137307292057034,0.11689316513896619,-0.007293874786160038,0.014393548131574185,-0.14738446667421734,-3.4616211681964826e-05
6,S01,L01,M15,2.371938,-6.628897691441713e-05,19.916289426071984,-0.00010147463842610263,False,16952.39773,1.70683,1501.24015,15.72568,176.09,0.4,0.86,16955.831225,0.41284,1490.89453,15.9578,177.04,-0.57,-0.4,-0.34663281110248534,-0.0612543706844873,0.11683640862510236,-0.007258629497456729,0.014334826973628444,-0.15032901453404998,-2.7947179443314762e-05
7,S01,L01,M12,3.378047,-0.00014250996456099745,48.334162977702846,-0.00011630991977033982,False,16953.487145,0.99014,1498.06643,16.3178,176.41,0.59,1.23,16957.92675,0.0593,1484.70796,15.58393,177.07,-0.28,-0.87,-0.3466023415292032,-0.061233142002775874,0.11682625889116378,-0.007252326121851746,0.01432432517631082,-0.17230665603546458,-4.2187087557099545e-05
8,S01,L01,M12,3.354807,-0.0001312151373094133,47.983869617274934,-0.00011822182759930345,False,16962.397215,-1.30292,1471.29597,15.79414,176.41,0.37,-0.11,16966.81358,-3.17193,1458.00739,15.5664,176.85,-0.48,0.57,-0.34643206267612753,-0.06111451963531028,0.11676954665096674,-0.007217103206586041,0.014265642450507383,-0.1751390407994403,-3.911257407934743e-05
9,S01,L01,M14,3.294291,1.8609830867115534e-05,47.2764324883635,-0.00011203556740083203,False,16973.48764,-5.01425,1438.02173,15.57984,176.55,0.82,0.41,16977.84349,-5.91615,1424.91571,15.98391,175.67,0.2,-0.22,-0.34622036205936113,-0.060967079770865885,0.11669906510683668,-0.007173321063151666,0.014192702813251197,-0.16597444150929683,5.649115657091475e-06
10,S01,L01,M14,3.269931,5.49533118686824e-05,46.87333050832939,-0.00011402382753120813,False,16982.39758,-7.75501,1410.96129,15.96297,176.75,0.54,0.57,16986.72907,-8.18748,1397.79573,15.75755,176.75,-0.63,-0.65,-0.346050004962174,-0.06084846605375005,0.11664237065173891,-0.007138096342557647,0.014134023347304379,-0.1689199379473496,1.6805648764051107e-05
