,ABIC,log(Lambda),mu(t),dE,dN,dU
0,38336.02490152542,-1.0,1.0,0.1349798136776102,-0.007277401775079737,0.036634807581612
1,38565.19909427466,-2.0,1.0,0.12993067058854568,-0.004598350603034276,0.038889997824943234
2,43078.376485277375,-1.0,0.0,0.1308788386614521,0.006809983308944818,0.027262870924154234
3,43595.47500897032,-2.0,0.0,0.12296622121009085,0.0083563855968368,0.02939704822328588
