# cfgfile = ./demo_res/MYGI//lambda/MYGI.1209.takuyo_t1_L-02.0_T1.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.495098,0.00016211390762654022,26.73310660592088,-0.0007871292356503676,False,65086.20207,12.28619,1729.07368,21.78294,183.62,-0.17,0.74,65089.758725,13.1963,1719.45814,21.81929,183.6,0.92,0.28,-1.0244294489160897,0.04712348783112736,-0.0744908203154892,0.0022295351075747203,-0.014718221493839053,-1.1661663666053397,6.497296203457348e-05
1,S01,L01,M12,3.568372,0.0002524585450798712,51.06777495807168,-0.0007733110428305166,False,65096.20207,14.29411,1701.93596,21.87508,184.28,0.88,0.55,65100.832,15.09322,1689.04434,21.87698,185.03,0.55,0.74,-1.0241424290718222,0.04702267506743136,-0.07446885028830436,0.0022202039313866805,-0.014723676546128078,-1.1456941099746187,7.074894239722518e-05
2,S01,L01,M13,4.175228,0.0004421366863615439,57.641667756795414,-0.000765589641789371,False,65106.20207,15.53866,1674.36622,21.56388,186.42,0.3,0.13,65111.438855,15.56669,1660.08456,22.28954,187.27,0.67,0.79,-1.0238617538782862,0.0469240938339064,-0.07444736565548557,0.0022110784646954054,-0.014729011795194393,-1.1342545168437455,0.00010589521970094662
3,S01,L01,M14,3.496176,0.0003895188461268158,50.330441602216695,-0.000773169731491295,False,65116.20207,16.31221,1647.19024,22.0024,187.83,1.15,-0.13,65120.759805,15.91346,1634.37403,21.54835,188.18,-0.37,0.57,-1.0235985881457894,0.04683166443355502,-0.0744272211868327,0.002202521799403219,-0.014734014789273702,-1.1454847510491,0.00011141282536314412
4,S01,L01,M15,2.432508,0.00021978977243797536,23.604106606747706,-0.0007807323712490825,False,65126.20207,15.29734,1619.60133,21.89256,189.36,0.54,1.25,65129.696135,15.50455,1610.03233,21.87672,190.01,0.12,0.01,-1.0233406580782778,0.04674107518663899,-0.07440747747864294,0.0021941349334375273,-0.014738918688981383,-1.1566891323995108,9.03552105226274e-05
5,S01,L01,M12,3.463837,0.0002222710120967992,49.6319985642229,-0.0007670212038791589,False,65136.20207,14.34751,1592.23789,21.93848,190.89,0.39,0.86,65140.727465,14.27745,1579.97805,22.0273,191.2,0.72,0.41,-1.0230541906793003,0.04664046389554134,-0.07438554944153533,0.002184819651633667,-0.014744365543535691,-1.1363754386507452,6.416901606420833e-05
6,S01,L01,M13,4.051188,0.0003795475910237917,56.49916476176439,-0.000759346560072326,False,65146.20207,13.22191,1564.89593,22.33009,191.56,0.89,0.36,65151.314815,12.29837,1550.68114,21.66168,192.31,0.42,0.51,-1.0227737714578922,0.04654197673970599,-0.07436408460864555,0.0021757005732323106,-0.014749697649047705,-1.12500511840618,9.368797276843033e-05
7,S01,L01,M14,3.393556,0.00043649235890082895,48.84653453072093,-0.0007669843467231651,False,65156.20207,10.9723,1537.43511,22.1936,192.86,0.39,0.59,65160.657185,11.07054,1524.92023,21.98159,192.51,1.09,-0.53,-1.0225103126430821,0.04644944556633109,-0.07434391834138315,0.0021671326390066024,-0.014754707361267853,-1.1363208331631809,0.00012862388565293426
8,S01,L01,M15,2.377108,0.0002331095369794883,20.300215395779333,-0.0007746346308063367,False,65166.20207,8.42084,1509.55356,21.45685,193.06,-0.36,0.84,65169.640735,8.04391,1500.30433,22.46032,193.46,1.14,-0.15,-1.0222517455212987,0.046358631087430824,-0.07432412691489662,0.002158723424744965,-0.014759624048466284,-1.1476550634124227,9.806434414401377e-05
9,S01,L01,M12,3.365577,0.0001802174569413839,48.176872733039744,-0.0007609797505028587,False,65176.20207,6.47498,1482.13235,21.79621,193.49,0.75,-0.28,65180.629205,4.07642,1469.96676,21.99804,193.97,0.27,0.9,-1.0219658774534501,0.04625822553992598,-0.0743022464084484,0.002149425913717225,-0.014765059722683545,-1.1274247614128017,5.3547268994702524e-05
10,S01,L01,M13,3.928233,0.0003129590699917481,55.28531144177943,-0.0007533348887379112,False,65186.20207,2.39925,1454.79311,21.96187,194.38,0.46,1.04,65191.19186,1.39878,1440.67858,21.67508,194.05,0.07,-0.23,-1.021685818543558,0.046159857187544506,-0.07428081127125737,0.002140316957092308,-0.014770384658772607,-1.1160985645650088,7.966917186219558e-05
11,S01,L01,M14,3.290601,0.00033498515492681236,47.24285291817799,-0.0007610410936016601,False,65196.20207,-1.46313,1427.28914,21.80002,194.54,0.06,0.95,65200.55423,-2.19259,1415.50433,22.14555,194.54,0.68,0.41,-1.021422117661087,0.04606723094068237,-0.07426062891040991,0.0021317397260474623,-0.014775398201516764,-1.1275156438948715,0.00010180059962505705
12,S01,L01,M15,2.329638,0.0001781220301218637,16.864707177151928,-0.0007687409708332776,False,65206.20207,-4.55648,1399.83621,21.76695,193.55,0.24,0.22,65209.593265,-5.16201,1390.70892,21.76891,193.57,0.59,-0.34,-1.0211628321254067,0.04597615160134447,-0.07424078531459491,0.00212330582033735,-0.014780327336947313,-1.138923348561162,7.645910228192693e-05
