# cfgfile = ./demo_res/MYGI//lambda/MYGI.1209.takuyo_t1_L-02.0_T0.0-res.dat
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,dV0,gradV1e,gradV1n,gradV2e,gradV2n,dV,LogResidual
0,S01,L01,M15,2.495098,4.395144802873804e-05,26.733133150669204,-0.0008362433690609958,False,65086.20207,12.28619,1729.07368,21.78294,183.62,-0.17,0.74,65089.758725,13.1963,1719.45814,21.81929,183.6,0.92,0.28,-1.074678211612682,0.12084076484251297,-0.08760655716387285,0.004128544099081321,-0.015024645905637539,-1.2389311019427565,1.761511893670631e-05
1,S01,L01,M12,3.568372,8.771246343768965e-05,51.06781398211078,-0.0008205897289929766,False,65096.20207,14.29411,1701.93596,21.87508,184.28,0.88,0.55,65100.832,15.09322,1689.04434,21.87698,185.03,0.55,0.74,-1.0741245893664795,0.12061193622026938,-0.08752709882493026,0.004111932915225744,-0.015029240712566819,-1.2157395499898085,2.458052676057587e-05
2,S01,L01,M13,4.175228,0.0002463668582963418,57.641710943022446,-0.000813234269558121,False,65106.20207,15.53866,1674.36622,21.56388,186.42,0.3,0.13,65111.438855,15.56669,1660.08456,22.28954,187.27,0.67,0.79,-1.0735832240980407,0.12038817273469793,-0.08744939671783503,0.004095688250287494,-0.01503373506585949,-1.2048421153432969,5.9006803531769236e-05
3,S01,L01,M14,3.496176,0.0002233234544321273,50.33049525666266,-0.0008215456304958071,False,65116.20207,16.31221,1647.19024,22.0024,187.83,1.15,-0.13,65120.759805,15.91346,1634.37403,21.54835,188.18,-0.37,0.57,-1.0730756477360366,0.12017837285422034,-0.08737654183419391,0.0040804563746516705,-0.01503794988277943,-1.2171557598469704,6.387649089523162e-05
4,S01,L01,M15,2.432508,0.00010966681540477414,23.60412849954713,-0.0008278270568152304,False,65126.20207,15.29734,1619.60133,21.89256,189.36,0.54,1.25,65129.696135,15.50455,1610.03233,21.87672,190.01,0.12,0.01,-1.072578185366286,0.11997274976922667,-0.08730513639209585,0.004065526950515859,-0.015042081501953474,-1.2264619674889323,4.5083845728266514e-05
5,S01,L01,M12,3.463837,6.892716983241229e-05,49.63203694050398,-0.0008124581092572481,False,65136.20207,14.34751,1592.23789,21.93848,190.89,0.39,0.86,65140.727465,14.27745,1579.97805,22.0273,191.2,0.72,0.41,-1.0720257024766702,0.11974437818474022,-0.08722583077447844,0.004048945032457978,-0.015046670847508263,-1.2036921999329966,1.9899080075769238e-05
6,S01,L01,M13,4.051188,0.0001967540439483447,56.4992084812815,-0.0008052628737821016,False,65146.20207,13.22191,1564.89593,22.33009,191.56,0.89,0.36,65151.314815,12.29837,1550.68114,21.66168,192.31,0.42,0.51,-1.071484902523414,0.11952082798867038,-0.08714819975388013,0.0040327124961301464,-0.015051163723451721,-1.1930321440858924,4.856699909960849e-05
7,S01,L01,M14,3.393556,0.0002808325199612071,48.846589094275544,-0.0008137339260475895,False,65156.20207,10.9723,1537.43511,22.1936,192.86,0.39,0.59,65160.657185,11.07054,1524.92023,21.98159,192.51,1.09,-0.53,-1.070976827646038,0.11931079687650839,-0.08707526433062676,0.0040174610991903755,-0.015055385085207621,-1.2055823782715223,8.275464437929037e-05
8,S01,L01,M15,2.377108,0.00012922821450140427,20.30023141859371,-0.0008202227492868352,False,65166.20207,8.42084,1509.55356,21.45685,193.06,-0.36,0.84,65169.640735,8.04391,1500.30433,22.46032,193.46,1.14,-0.15,-1.070478201668173,0.11910466234433961,-0.08700368348264109,0.004002492257685094,-0.015059528142010252,-1.2151958535151435,5.436362777854614e-05
9,S01,L01,M12,3.365577,3.610335422346907e-05,48.176910199843604,-0.0008050254227962931,False,65176.20207,6.47498,1482.13235,21.79621,193.49,0.75,-0.28,65180.629205,4.07642,1469.96676,21.99804,193.97,0.27,0.9,-1.0699269459783438,0.11887675755148969,-0.08692454527741458,0.003985942182268147,-0.015064108559190263,-1.1926803500718657,1.0727240596031251e-05
10,S01,L01,M13,3.928233,0.00014102186253132557,55.28535558555183,-0.0007979430501902165,False,65186.20207,2.39925,1454.79311,21.96187,194.38,0.46,1.04,65191.19186,1.39878,1440.67858,21.67508,194.05,0.07,-0.23,-1.0693869101719105,0.11865347682611241,-0.08684701590247573,0.003969727675329994,-0.01506859563486089,-1.1821875054983195,3.58995666833728e-05
11,S01,L01,M14,3.290601,0.00018821163078873356,47.24290830805489,-0.0008065709959978366,False,65196.20207,-1.46313,1427.28914,21.80002,194.54,0.06,0.95,65200.55423,-2.19259,1415.50433,22.14555,194.54,0.68,0.41,-1.0688784331945111,0.11844322974246639,-0.086774015641012,0.003954459568375266,-0.015072820235818057,-1.19497018432415,5.719673421017424e-05
12,S01,L01,M15,2.329638,7.921538250513922e-05,16.864716099320134,-0.0008131411960175338,False,65206.20207,-4.55648,1399.83621,21.76695,193.55,0.24,0.22,65209.593265,-5.16201,1390.70892,21.76891,193.57,0.59,-0.34,-1.0683784849957085,0.11823649386460877,-0.0867022384217766,0.003939446451172508,-0.015076973587388307,-1.2047042228248415,3.4003301158866406e-05
13,S01,L01,M12,3.273767,0.00012520502537990857,46.70029931646579,-0.000798006285333335,False,65216.20207,-7.64275,1372.54328,22.07426,192.07,0.75,0.91,65220.537395,-8.59265,1360.53417,21.74298,192.0,0.08,0.14,-1.0678285587969407,0.11800907175318562,-0.08662328438353831,0.003922931230243124,-0.015081541504943473,-1.1822811911267428,3.824494088305874e-05
