      788.002700,        0.000000,        0.000000,        0.000000
     -199.353200,        0.000000,        0.000000,        0.000000
    -1676.758100,        0.000000,        0.000000,        0.000000
      -31.737100,        0.000000,        0.000000,        0.000000
     -932.468200,        0.000000,        0.000000,        0.000000
    -1675.639600,        0.000000,        0.000000,        0.000000
     -860.235900,        0.000000,        0.000000,        0.000000
     -138.386300,        0.000000,        0.000000,        0.000000
    -1668.392600,        0.000000,        0.000000,        0.000000
       -4.541000,        0.000000,        0.000000,        0.000000
      898.146200,        0.000000,        0.000000,        0.000000
    -1659.717000,        0.000000,        0.000000,        0.000000
       -0.084901,        0.033476,        0.000000,        0.000000
       -0.054536,        0.031744,        0.000000,        0.000000
       -0.138907,        0.015233,        0.000000,        0.000000
        1.939200,        0.000000,        0.000000,        0.000000
       -0.765300,        0.000000,        0.000000,        0.000000
       21.333900,        0.000000,        0.000000,        0.000000
        7.029861,        0.389535,        1.000000,       33.000000
        7.526566,        0.255409,        1.000000,       33.000000
        8.016080,        0.193248,        1.000000,       33.000000
        8.397991,        0.188502,        1.000000,       33.000000
        8.750569,        0.186169,        1.000000,       33.000000
        8.746515,        0.184847,        1.000000,       33.000000
        8.516746,        0.186060,        1.000000,       33.000000
        8.125382,        0.182273,        1.000000,       33.000000
        7.611665,        0.184206,        1.000000,       33.000000
        7.222633,        0.185140,        1.000000,       33.000000
        7.097427,        0.180229,        1.000000,       33.000000
        7.117883,        0.176854,        1.000000,       33.000000
        7.194226,        0.167511,        1.000000,       33.000000
        7.165048,        0.157356,        1.000000,       33.000000
        7.123301,        0.157435,        1.000000,       33.000000
        7.050042,        0.166344,        1.000000,       33.000000
        6.832202,        0.173819,        1.000000,       33.000000
        6.532886,        0.176381,        1.000000,       33.000000
        6.154450,        0.180657,        1.000000,       33.000000
        5.551529,        0.183591,        1.000000,       33.000000
        4.950619,        0.180990,        1.000000,       33.000000
        4.428783,        0.181621,        1.000000,       33.000000
        3.934679,        0.180043,        1.000000,       33.000000
        3.903982,        0.179763,        1.000000,       33.000000
        4.288225,        0.178939,        1.000000,       33.000000
        4.776467,        0.179208,        1.000000,       33.000000
        5.304953,        0.182292,        1.000000,       33.000000
        5.564638,        0.178799,        1.000000,       33.000000
        6.113737,        0.170027,        1.000000,       33.000000
        6.775109,        0.169715,        1.000000,       33.000000
        7.490299,        0.215656,        1.000000,       33.000000
        8.442820,        0.323392,        1.000000,       33.000000
        9.352392,        0.485565,        1.000000,       33.000000
       -0.215017,        0.502954,        2.000000,       33.000000
        0.024582,        0.421978,        2.000000,       33.000000
        0.264151,        0.349513,        2.000000,       33.000000
        0.503707,        0.287145,        2.000000,       33.000000
        0.743397,        0.236983,        2.000000,       33.000000
        0.983770,        0.200705,        2.000000,       33.000000
        1.219950,        0.177643,        2.000000,       33.000000
        1.422143,        0.165818,        2.000000,       33.000000
        1.559882,        0.161555,        2.000000,       33.000000
        1.621477,        0.161024,        2.000000,       33.000000
        1.607529,        0.160286,        2.000000,       33.000000
        1.538992,        0.158365,        2.000000,       33.000000
        1.453364,        0.155997,        2.000000,       33.000000
        1.363441,        0.155451,        2.000000,       33.000000
        1.251991,        0.157854,        2.000000,       33.000000
        1.142276,        0.163041,        2.000000,       33.000000
        1.012743,        0.170309,        2.000000,       33.000000
        0.871141,        0.176249,        2.000000,       33.000000
        0.737625,        0.178942,        2.000000,       33.000000
        0.629117,        0.177949,        2.000000,       33.000000
        0.563441,        0.174438,        2.000000,       33.000000
        0.563209,        0.169885,        2.000000,       33.000000
        0.607030,        0.166275,        2.000000,       33.000000
        0.644499,        0.164631,        2.000000,       33.000000
        0.676058,        0.164790,        2.000000,       33.000000
        0.643575,        0.164792,        2.000000,       33.000000
        0.521081,        0.163445,        2.000000,       33.000000
        0.283120,        0.161521,        2.000000,       33.000000
       -0.132357,        0.163734,        2.000000,       33.000000
       -0.677464,        0.175597,        2.000000,       33.000000
       -1.251263,        0.202143,        2.000000,       33.000000
       -1.806351,        0.246142,        2.000000,       33.000000
       -2.365421,        0.304319,        2.000000,       33.000000
       -5.490735,        0.263608,        3.000000,       33.000000
       -5.638826,        0.217123,        3.000000,       33.000000
       -5.784210,        0.189230,        3.000000,       33.000000
       -5.958860,        0.179255,        3.000000,       33.000000
       -6.163655,        0.180558,        3.000000,       33.000000
       -6.348678,        0.185335,        3.000000,       33.000000
       -6.480718,        0.189440,        3.000000,       33.000000
       -6.547330,        0.190200,        3.000000,       33.000000
       -6.543907,        0.186629,        3.000000,       33.000000
       -6.464687,        0.179341,        3.000000,       33.000000
       -6.301085,        0.170254,        3.000000,       33.000000
       -6.065264,        0.160982,        3.000000,       33.000000
       -5.785717,        0.153260,        3.000000,       33.000000
       -5.461872,        0.147719,        3.000000,       33.000000
       -5.125355,        0.144782,        3.000000,       33.000000
       -4.800372,        0.144436,        3.000000,       33.000000
       -4.483913,        0.145662,        3.000000,       33.000000
       -4.218475,        0.148989,        3.000000,       33.000000
       -4.003591,        0.153947,        3.000000,       33.000000
       -3.848605,        0.160450,        3.000000,       33.000000
       -3.699269,        0.166844,        3.000000,       33.000000
       -3.489408,        0.171946,        3.000000,       33.000000
       -3.193844,        0.174913,        3.000000,       33.000000
       -2.833783,        0.174615,        3.000000,       33.000000
       -2.423033,        0.171171,        3.000000,       33.000000
       -1.977463,        0.165766,        3.000000,       33.000000
       -1.545188,        0.159354,        3.000000,       33.000000
       -1.178763,        0.154191,        3.000000,       33.000000
       -0.832088,        0.152483,        3.000000,       33.000000
       -0.431738,        0.159591,        3.000000,       33.000000
        0.036435,        0.181510,        3.000000,       33.000000
        0.518803,        0.219908,        3.000000,       33.000000
        0.999691,        0.274031,        3.000000,       33.000000
        0.620750,        0.356781,        4.000000,       33.000000
        0.631414,        0.302372,        4.000000,       33.000000
        0.642076,        0.260783,        4.000000,       33.000000
        0.652643,        0.231897,        4.000000,       33.000000
        0.659950,        0.213060,        4.000000,       33.000000
        0.659035,        0.201406,        4.000000,       33.000000
        0.649658,        0.194155,        4.000000,       33.000000
        0.636627,        0.188948,        4.000000,       33.000000
        0.623601,        0.184570,        4.000000,       33.000000
        0.612339,        0.180243,        4.000000,       33.000000
        0.604387,        0.175543,        4.000000,       33.000000
        0.598720,        0.170906,        4.000000,       33.000000
        0.591307,        0.167019,        4.000000,       33.000000
        0.580151,        0.165160,        4.000000,       33.000000
        0.570627,        0.165940,        4.000000,       33.000000
        0.564538,        0.169141,        4.000000,       33.000000
        0.571968,        0.174085,        4.000000,       33.000000
        0.589390,        0.179280,        4.000000,       33.000000
        0.609584,        0.183643,        4.000000,       33.000000
        0.628263,        0.186630,        4.000000,       33.000000
        0.639980,        0.188037,        4.000000,       33.000000
        0.636391,        0.187996,        4.000000,       33.000000
        0.617298,        0.186602,        4.000000,       33.000000
        0.588503,        0.183942,        4.000000,       33.000000
        0.552628,        0.180078,        4.000000,       33.000000
        0.519682,        0.174901,        4.000000,       33.000000
        0.493287,        0.168915,        4.000000,       33.000000
        0.475377,        0.163722,        4.000000,       33.000000
        0.471880,        0.162825,        4.000000,       33.000000
        0.475637,        0.170856,        4.000000,       33.000000
        0.479786,        0.192907,        4.000000,       33.000000
        0.482138,        0.231889,        4.000000,       33.000000
        0.484816,        0.286316,        4.000000,       33.000000
       -0.644902,        0.311221,        5.000000,       33.000000
       -0.650450,        0.259303,        5.000000,       33.000000
       -0.656240,        0.222062,        5.000000,       33.000000
