,ABIC,log(Lambda),mu(t),dE,dN,dU
0,21617.734269759796,-1.0,1.0,-0.09556643028876406,-0.029745489024699114,-0.04307871043259466
1,21686.914394253807,-2.0,1.0,-0.09293401916079713,-0.03050777058649721,-0.04446645632640804
2,24089.645435749677,-1.0,0.0,-0.07996028249344338,-0.01740329160656703,-0.0257768962122371
3,24849.68499024767,-2.0,0.0,-0.07470328964106354,-0.022535132253952313,-0.029168734487840634
