#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.2347   -0.0543    0.1319    0.0000    0.0000    0.0000
 2012.8716	    0.2370   -0.0420    0.1223    0.0000    0.0000    0.0000
 2012.9481	    0.1969   -0.0611    0.0741    0.0000    0.0000    0.0000
 2013.0795	    0.1548   -0.0252    0.0819    0.0000    0.0000    0.0000
 2013.4959	    0.0817    0.0147    0.1421    0.0000    0.0000    0.0000
 2013.6795	    0.1822   -0.0253    0.1403    0.0000    0.0000    0.0000
 2013.8548	    0.1534    0.0208    0.0028    0.0000    0.0000    0.0000
 2014.0411	    0.1475    0.0305    0.0300    0.0000    0.0000    0.0000
 2014.6000	    0.1027    0.0149   -0.0114    0.0000    0.0000    0.0000
 2015.0411	    0.0694    0.0286   -0.0117    0.0000    0.0000    0.0000
 2015.3068	    0.0427   -0.0105   -0.0193    0.0000    0.0000    0.0000
 2015.6137	    0.0417   -0.0333    0.0532    0.0000    0.0000    0.0000
 2015.7973	    0.0049    0.0075   -0.0071    0.0000    0.0000    0.0000
 2016.1885	    0.0076    0.0008   -0.0006    0.0000    0.0000    0.0000
 2016.4290	   -0.0445    0.0066   -0.0100    0.0000    0.0000    0.0000
 2016.5601	   -0.0203    0.0305    0.0344    0.0000    0.0000    0.0000
 2016.7951	   -0.0682    0.0327   -0.0326    0.0000    0.0000    0.0000
 2017.1890	   -0.1022    0.0297    0.0435    0.0000    0.0000    0.0000
 2017.3068	   -0.1061   -0.0663   -0.0042    0.0000    0.0000    0.0000
 2017.6329	   -0.0755   -0.0159    0.0090    0.0000    0.0000    0.0000
 2018.0301	   -0.0668    0.0366   -0.0750    0.0000    0.0000    0.0000
 2018.1041	   -0.0751    0.0287   -0.0556    0.0000    0.0000    0.0000
 2018.6384	   -0.1799    0.0052   -0.0163    0.0000    0.0000    0.0000
 2019.1890	   -0.1253    0.0246   -0.1022    0.0000    0.0000    0.0000
 2019.4164	   -0.1330   -0.0567   -0.1323    0.0000    0.0000    0.0000
 2019.8027	   -0.1761    0.0441   -0.1072    0.0000    0.0000    0.0000
 2020.0984	   -0.2213    0.0093   -0.1348    0.0000    0.0000    0.0000
 2020.4563	   -0.2630    0.0249   -0.1451    0.0000    0.0000    0.0000
