depth,speed
0.0,1492.627
10.0,1492.072
20.0,1491.82
30.0,1491.8
40.0,1491.865
50.0,1491.956
60.0,1492.03
70.0,1492.097
80.0,1492.105
90.0,1491.863
100.0,1491.5
110.0,1491.196
120.0,1491.058
130.0,1491.041
140.0,1491.129
150.0,1491.056
160.0,1490.927
170.0,1490.668
180.0,1490.412
190.0,1490.305
200.0,1489.965
250.0,1489.05
300.0,1487.128
350.0,1483.886
400.0,1480.926
450.0,1474.583
500.0,1474.865
550.0,1467.305
600.0,1467.643
700.0,1475.671
800.0,1476.021
900.0,1479.512
1200.0,1481.253
1727.8,1485.702
