#SITE: MYGI
#Year          EW[m]      NS[m]      UD[m]   sgmEW[m]   sgmNS[m]   sgmUD[m]
 2012.6749	    0.2407   -0.0644    0.1249    0.0000    0.0000    0.0000
 2012.8716	    0.2407   -0.0517    0.1165    0.0000    0.0000    0.0000
 2012.9481	    0.1990   -0.0676    0.0706    0.0000    0.0000    0.0000
 2013.0795	    0.1633   -0.0255    0.0648    0.0000    0.0000    0.0000
 2013.4959	    0.0955    0.0168    0.1093    0.0000    0.0000    0.0000
 2013.6795	    0.1819   -0.0323    0.1405    0.0000    0.0000    0.0000
 2013.8548	    0.1535    0.0085    0.0208    0.0000    0.0000    0.0000
 2014.0411	    0.1393    0.0243    0.0540    0.0000    0.0000    0.0000
 2014.6000	    0.1032    0.0086    0.0066    0.0000    0.0000    0.0000
 2015.0411	    0.0721    0.0232    0.0090    0.0000    0.0000    0.0000
 2015.3068	    0.0440   -0.0129   -0.0035    0.0000    0.0000    0.0000
 2015.6137	    0.0447   -0.0365    0.0612    0.0000    0.0000    0.0000
 2015.7973	    0.0098    0.0045   -0.0061    0.0000    0.0000    0.0000
 2016.1885	    0.0120   -0.0031   -0.0053    0.0000    0.0000    0.0000
 2016.4290	   -0.0401   -0.0053   -0.0052    0.0000    0.0000    0.0000
 2016.5601	   -0.0165    0.0172    0.0393    0.0000    0.0000    0.0000
 2016.7951	   -0.0643    0.0236   -0.0273    0.0000    0.0000    0.0000
 2017.1890	   -0.0985    0.0213    0.0459    0.0000    0.0000    0.0000
 2017.3068	   -0.1021   -0.0666   -0.0089    0.0000    0.0000    0.0000
 2017.6329	   -0.0774   -0.0217   -0.0008    0.0000    0.0000    0.0000
 2018.0301	   -0.0757    0.0470   -0.0902    0.0000    0.0000    0.0000
 2018.1041	   -0.0914    0.0494   -0.0637    0.0000    0.0000    0.0000
 2018.6384	   -0.1882    0.0217   -0.0187    0.0000    0.0000    0.0000
 2019.1890	   -0.1375    0.0440   -0.0936    0.0000    0.0000    0.0000
 2019.4164	   -0.1414   -0.0481   -0.1386    0.0000    0.0000    0.0000
 2019.8027	   -0.1842    0.0597   -0.1145    0.0000    0.0000    0.0000
 2020.0984	   -0.2206    0.0239   -0.1393    0.0000    0.0000    0.0000
 2020.4563	   -0.2620    0.0423   -0.1479    0.0000    0.0000    0.0000
