depth,speed
0.0,1489.603
10.0,1489.691
20.0,1489.74
30.0,1489.776
40.0,1489.644
50.0,1489.368
60.0,1488.893
70.0,1488.407
80.0,1488.486
90.0,1488.34
100.0,1487.858
110.0,1487.93
120.0,1487.744
130.0,1487.665
140.0,1487.345
150.0,1487.319
160.0,1487.038
170.0,1486.955
180.0,1487.935
190.0,1487.458
200.0,1484.253
250.0,1471.034
300.0,1469.123
350.0,1477.74
400.0,1474.682
450.0,1475.079
500.0,1476.788
550.0,1476.678
600.0,1476.608
700.0,1476.495
800.0,1476.758
900.0,1477.255
1200.0,1479.726
1727.8,1486.051
