depth,speed
0.0,1521.26
10.0,1521.35
20.0,1521.463
30.0,1521.281
40.0,1519.242
50.0,1516.639
60.0,1515.232
70.0,1514.235
80.0,1513.526
90.0,1512.495
100.0,1511.39
110.0,1510.497
120.0,1509.494
130.0,1508.683
140.0,1507.753
150.0,1506.552
160.0,1505.326
170.0,1503.697
180.0,1502.659
190.0,1501.735
200.0,1500.247
250.0,1491.815
300.0,1486.555
350.0,1484.947
400.0,1482.89
450.0,1478.668
500.0,1477.101
550.0,1477.283
600.0,1477.305
700.0,1476.857
800.0,1476.811
900.0,1477.587
1200.0,1480.002
1727.8,1486.411
