depth,speed
0.0,1507.678
10.0,1507.695
20.0,1507.546
30.0,1507.553
40.0,1507.509
50.0,1505.946
60.0,1504.317
70.0,1502.938
80.0,1500.826
90.0,1498.765
100.0,1495.854
110.0,1494.038
120.0,1489.524
130.0,1485.112
140.0,1485.576
150.0,1485.688
160.0,1483.162
170.0,1482.639
180.0,1483.158
190.0,1482.846
200.0,1481.703
250.0,1468.426
300.0,1467.643
350.0,1472.383
400.0,1473.472
450.0,1475.54
500.0,1475.325
550.0,1472.644
600.0,1473.145
700.0,1474.3
800.0,1475.215
900.0,1476.061
1200.0,1479.373
1727.8,1486.091
